id,question_x,flat_top_15_ids,flat_top_10_ids,flat_top_5_ids,expanded_count,generated_ans,q_type,retrieval_s,generation_s,subject,grade,chapter,chapter_title,question_y,type,difficulty,key_concepts,reference_chunk_id,recall_any_of,reference_answer,source,hit_5,hit_any_5,hit_10,hit_any_10,mrr_any,rouge_l,bert_score,concept_cov
q_0352,"What are the various public health measures, which you would suggest as safeguard against infectious diseases?","['biology_exercises_399_0ad36f4e53', 'biology_text_384_25444d5fd8', 'biology_summary_398_a69cedce1c', 'biology_text_385_980b8705f3', 'biology_text_385_c42c420cc4', 'biology_text_381_5918002f7f', 'biology_text_381_7d3920d324', 'biology_text_381_9cb58dadc9', 'biology_text_391_1083200c1d', 'biology_text_385_abdc3a1f6a', 'biology_summary_399_b23d73bfbd', 'biology_text_387_b8b2d9ef29', 'biology_text_386_8be3d87c16', 'biology_text_387_74d3336ab3', 'biology_marginalia_384_3eaa3089c8']","['biology_exercises_399_0ad36f4e53', 'biology_text_384_25444d5fd8', 'biology_summary_398_a69cedce1c', 'biology_text_385_980b8705f3', 'biology_text_385_c42c420cc4', 'biology_text_381_5918002f7f', 'biology_text_381_7d3920d324', 'biology_text_381_9cb58dadc9', 'biology_text_391_1083200c1d', 'biology_text_385_abdc3a1f6a']","['biology_exercises_399_0ad36f4e53', 'biology_text_384_25444d5fd8', 'biology_summary_398_a69cedce1c', 'biology_text_385_980b8705f3', 'biology_text_385_c42c420cc4']",15,"The various public health measures suggested as safeguards against infectious diseases include:

1. **Personal Hygiene**: Keeping the body clean, consuming clean drinking water, food, vegetables, and fruits, and maintaining good personal hygiene practices.
   
2. **Public Hygiene**: Proper disposal of waste, ensuring clean water supply, controlling vectors like mosquitoes, and observing standard practices of hygiene in public catering.

These measures are crucial for preventing the spread of infectious diseases, including those caused by bacteria, viruses, fungi, and parasites. They help maintain overall public health by reducing the risk of infection and promoting a healthy environment conducive to disease prevention.",definition,0.2249438762664795,4.5181803703308105,biology,12,7,Human Health and Disease,"What are the various public health measures, which you would suggest as safeguard against infectious diseases?",definition,intermediate,['Human Health and Disease'],biology_exercises_399_0ad36f4e53,['biology_exercises_399_0ad36f4e53'],"The term **health** is very frequently used by everybody. *How do we define it?* Health does not simply mean 'absence of disease' or 'physical fitness'. It could be defined as a state of complete physical, mental and social well-being. When people are healthy, they are more efficient at work. This i",ncert_exercise,True,True,True,True,1.0,0.09333333333333332,0.8336847424507141,0.0
q_0358,In which food would you find lactic acid bacteria? Mention some of their useful applications.,"['biology_exercises_410_e6b15e386d', 'biology_summary_409_24dd9c4886', 'biology_text_402_97670fbf0f', 'biology_text_404_109da4f07b', 'biology_text_402_6990a9727d', 'biology_text_404_309dbf9493', 'biology_text_404_59297774ef', 'biology_text_406_36e1d1fffb', 'biology_text_408_d749b1c9f2', 'biology_text_409_d5116b8c60', 'biology_text_400_fb42db78b2', 'biology_text_409_de1613fc89', 'biology_text_408_4f16b39600', 'biology_exercises_411_b58191948b', 'biology_text_430_422c117a65']","['biology_exercises_410_e6b15e386d', 'biology_summary_409_24dd9c4886', 'biology_text_402_97670fbf0f', 'biology_text_404_109da4f07b', 'biology_text_402_6990a9727d', 'biology_text_404_309dbf9493', 'biology_text_404_59297774ef', 'biology_text_406_36e1d1fffb', 'biology_text_408_d749b1c9f2', 'biology_text_409_d5116b8c60']","['biology_exercises_410_e6b15e386d', 'biology_summary_409_24dd9c4886', 'biology_text_402_97670fbf0f', 'biology_text_404_109da4f07b', 'biology_text_402_6990a9727d']",15,"In dairy products, particularly yogurt and cheese, lactic acid bacteria (LAB) are found. These bacteria play crucial roles in fermentation processes:

1. **Yogurt**: Lactic acid bacteria ferment lactose in milk to produce lactic acid, which causes the milk to thicken and form curds. This process creates a tangy flavor and gives yogurt its characteristic texture and probiotic benefits.

2. **Cheese**: LAB further break down the remaining sugars after curdling occurs, producing more lactic acid. This results in the formation of various textures and flavors in cheeses, including soft cheeses like mozzarella and cheddar, and harder cheeses like Parmesan and Gouda.

3. **Pickles**: LAB ferment vegetables like cucumbers, creating brine that preserves the pickled vegetables while adding sourness and enhancing their flavor profile.

These bacterial cultures contribute significantly to the preservation and enhancement of both dairy and non-dairy foods through fermentation, making them healthier and tastier alternatives compared to their unfermented counterparts.",conceptual,0.2385268211364746,7.440318584442139,biology,12,8,Microbes in Human Welfare,In which food would you find lactic acid bacteria? Mention some of their useful applications.,conceptual,intermediate,['Microbes in Human Welfare'],biology_exercises_410_e6b15e386d,"['biology_exercises_410_e6b15e386d', 'biology_exercises_411_b58191948b', 'biology_exercises_412_db9c517a84']","Microbes like bacteria and many fungi can be grown
on nutritive media to form colonies (Figure 8.3), that can
be seen with the naked eyes. Such cultures are useful in
studies on micro-organisms.",ncert_exercise,True,True,True,True,1.0,0.0748663101604278,0.8180269598960876,0.0
q_0015,"Give the magnitude and direction of the net force acting on a stone of mass 0.1 kg,
(a) just after it is dropped from the window of a stationary train,
(b) just after it is dropped from the window of a train running at a constant velocity of 36 km/h,
(c) just after it is dropped from the window of a train accelerating with 1 m s-²,
(d) lying on the floor of a train which is accelerating with 1 m s-², the stone being at rest relative to the train.
Neglect air resistance throughout.","['physics_exercises_67_1524082829', 'physics_exercises_68_bfeb9c96bb', 'physics_exercises_69_02493548ed', 'physics_text_54_7e493c4995', 'physics_points_to_ponder_66_aa89e0244a', 'physics_text_50_7f46d1eade', 'physics_text_54_7505dccd2f', 'physics_text_53_4cf4c10835', 'physics_marginalia_60_57371198ba', 'physics_text_64_c9dd8ee456', 'physics_text_51_75b91dd7af', 'physics_text_55_71b0de0beb', 'physics_text_52_3784f97e35', 'physics_text_51_ff612a77ad', 'physics_text_62_bf9e09dc62']","['physics_exercises_67_1524082829', 'physics_exercises_68_bfeb9c96bb', 'physics_exercises_69_02493548ed', 'physics_text_54_7e493c4995', 'physics_points_to_ponder_66_aa89e0244a', 'physics_text_50_7f46d1eade', 'physics_text_54_7505dccd2f', 'physics_text_53_4cf4c10835', 'physics_marginalia_60_57371198ba', 'physics_text_64_c9dd8ee456']","['physics_exercises_67_1524082829', 'physics_exercises_68_bfeb9c96bb', 'physics_exercises_69_02493548ed', 'physics_text_54_7e493c4995', 'physics_points_to_ponder_66_aa89e0244a']",15,"To determine the magnitude and direction of the net force acting on each scenario involving a stone of mass 0.1 kg:

### (a) Just after it is dropped from the window of a stationary train:
Since the stone is dropped from rest and there is no external force acting on it except gravity, the only force acting on the stone is the gravitational force due to Earth's attraction. Therefore, the net force is equal to the weight of the stone.

**Magnitude:** \( F_g = mg \)
where \( m = 0.1 \, \text{kg} \) and \( g = 10 \, \text{m/s}^2 \).

\[ F_g = 0.1 \times 10 = 1 \, \text{N} \]

**Direction:** Downward (towards the center of the Earth)

### (b) Just after it is dropped from the window of a train running at a constant velocity of 36 km/h:
The stone will continue to move horizontally with the same velocity as the train because there is no horizontal component of the gravitational force acting on it. Thus, the net force is zero since both the gravitational force and the normal reaction force cancel out.

**Magnitude:** \( F_{net} = 0 \, \text{N} \)

**Direction:** Zero (no net force implies no acceleration)

### (c) Just after it is dropped from the window of a train accelerating",factual,0.34830498695373535,10.70756483078003,physics,11,4,Laws of Motion,"Give the magnitude and direction of the net force acting on a stone of mass 0.1 kg,
(a) just after it is dropped from the window of a stationary train,
(b) just after it is dropped from the window of a train running at a constant velocity of 36 km/h,
(c) just after it is dropped from the window of a train accelerating with 1 m s-²,
(d) lying on the floor of a train which is accelerating with 1 m s-², the stone being at rest relative to the train.
Neglect air resistance throughout.",factual,intermediate,['Laws of Motion'],physics_exercises_67_1524082829,"['physics_exercises_67_1524082829', 'physics_exercises_68_bfeb9c96bb', 'physics_exercises_68_09d7b93c4c']","Let us first guess the answer based on our common
experience. To move a football at rest, someone must kick it.
To throw a stone upwards, one has to give it an upward
push. A breeze causes the branches of a tree to swing; a
strong wind can even move heavy objects. A boat moves in a
flowing river wit",ncert_exercise,True,True,True,True,1.0,0.1044776119402985,0.7914461493492126,0.0
q_0305,Give the schematic representation of glycolysis?,"['biology_exercises_164_24e42547b4', 'biology_text_155_32df79d310', 'biology_text_154_34e4a104d6', 'biology_figure_155_992687f557', 'biology_figure_109_1f56dea7f3', 'biology_text_156_9898f8a718', 'biology_text_155_2d45fd9eb1', 'biology_text_155_2b0ff1e67a', 'biology_text_155_48b072fbf8', 'biology_summary_163_3d76d2df30', 'biology_text_157_c454a5d22a', 'biology_text_160_8612346a68', 'biology_text_157_2f24c3ad41', 'biology_figure_156_1ebedbd6a7', 'biology_text_156_7868fa4c14']","['biology_exercises_164_24e42547b4', 'biology_text_155_32df79d310', 'biology_text_154_34e4a104d6', 'biology_figure_155_992687f557', 'biology_figure_109_1f56dea7f3', 'biology_text_156_9898f8a718', 'biology_text_155_2d45fd9eb1', 'biology_text_155_2b0ff1e67a', 'biology_text_155_48b072fbf8', 'biology_summary_163_3d76d2df30']","['biology_exercises_164_24e42547b4', 'biology_text_155_32df79d310', 'biology_text_154_34e4a104d6', 'biology_figure_155_992687f557', 'biology_figure_109_1f56dea7f3']",15,"Glycolysis is a series of biochemical reactions that occur in the cytoplasm of cells, primarily in plant cells but also in some bacteria and archaea. It involves the breakdown of glucose into two molecules of pyruvate. Here is a simplified schematic representation of glycolysis based on the information provided:

1. **Initial Step**: Glucose enters the glycolytic pathway through the enzyme hexokinase, converting glucose into glucose-6-phosphate (G6P).
   - G6P = Glucose-6-phosphate

2. **Second Step**: Hexokinase catalyzes the transfer of a phosphate group from ATP to G6P, forming fructose-6-phosphate (F6P).
   - F6P = Fructose-6-phosphate

3. **Third Step**: The enzyme phosphofructokinase (PFK) catalyzes the addition of a high-energy phosphate group to F6P, producing fructose-1,6-bisphosphate (F1,6BP).
   - F1,6BP = Fructose-1,6-bisphosphate

4. **Fourth Step**: The enzyme aldolase splits F1,6BP into two molecules of glyceraldehyde-3-phosphate (G3P), each carrying a reducing equivalent (NADH + H+).
   - G3P = Glyceraldehyde-3-phosphate

5. **Fifth Step**:",factual,0.25136899948120117,10.935302257537842,biology,11,12,Respiration in Plants,Give the schematic representation of glycolysis?,factual,intermediate,['Respiration in Plants'],biology_exercises_164_24e42547b4,['biology_exercises_164_24e42547b4'],"All living organisms need energy for carrying out daily life activities,
be it absorption, transport, movement, reproduction or even breathing.
Where does all this energy come from? We know we eat food for energy -
but how is this energy taken from food? How is this energy utilised? Do
all foods giv",ncert_exercise,True,True,True,True,1.0,0.03827751196172249,0.7695432901382446,0.0
q_0117,"Define the term solution. How many types of solutions are formed? Write briefly
about each type with an example.","['chemistry_exercises_333_d50d87b98e', 'chemistry_exercises_333_cce1123328', 'chemistry_text_307_4f1b7111d8', 'chemistry_text_308_9c5cbdb275', 'chemistry_text_308_bd20405913', 'chemistry_text_319_568153a66f', 'chemistry_text_313_ba5b22e064', 'chemistry_text_307_278c763a40', 'chemistry_text_307_cc76e305ff', 'chemistry_table_308_8bab9e528e', 'chemistry_text_319_61d2493dc2', 'chemistry_text_315_072638e5d2', 'chemistry_text_321_001e541bd4', 'chemistry_text_332_a26dfc7150', 'chemistry_text_319_311bc4ee22']","['chemistry_exercises_333_d50d87b98e', 'chemistry_exercises_333_cce1123328', 'chemistry_text_307_4f1b7111d8', 'chemistry_text_308_9c5cbdb275', 'chemistry_text_308_bd20405913', 'chemistry_text_319_568153a66f', 'chemistry_text_313_ba5b22e064', 'chemistry_text_307_278c763a40', 'chemistry_text_307_cc76e305ff', 'chemistry_table_308_8bab9e528e']","['chemistry_exercises_333_d50d87b98e', 'chemistry_exercises_333_cce1123328', 'chemistry_text_307_4f1b7111d8', 'chemistry_text_308_9c5cbdb275', 'chemistry_text_308_bd20405913']",15,"A solution is a homogeneous mixture of two or more substances where one substance (the solute) dissolves in another substance (the solvent), resulting in a single phase. There are three main types of solutions based on the nature of the solute:

1. **Gaseous Solutions**: These involve a gas dissolved in a liquid. An example is air, which consists of nitrogen, oxygen, and other gases dissolved in the atmosphere.

2. **Liquid Solutions**: These include both liquids dissolved in liquids. A common example is ethanol dissolved in water, commonly referred to as alcohol.

3. **Solid Solutions**: These involve a solid dissolved in a solid. An example is the amalgamation of mercury with silver, forming amalgam.

Each type has specific examples and compositions, but they all share the characteristic of being homogeneous mixtures with uniform composition throughout.",definition,0.2752699851989746,6.2131712436676025,chemistry,12,1,Solutions,"Define the term solution. How many types of solutions are formed? Write briefly
about each type with an example.",definition,basic,['Solutions'],chemistry_exercises_333_d50d87b98e,"['chemistry_exercises_333_d50d87b98e', 'chemistry_exercises_333_cce1123328', 'chemistry_exercises_334_678b2268ac']","In this Unit, we will consider mostly liquid
solutions and their formation. This will be followed by
studying the properties of the solutions, like vapour
pressure and colligative properties. We will begin with
types of solutions and then various alternatives in
which concentrations of a solute can ",ncert_exercise,True,True,True,True,1.0,0.13259668508287292,0.8116121888160706,1.0
q_0069,"Choose the correct alternative from the clues given at the end of the each statement:
(a) The size of the atom in Thomson's model is ... the atomic size in Rutherford's model. (much greater than/no different from/much less than.)
(b) In the ground state of ... electrons are in stable equilibrium, while in ... electrons always experience a net force.
(Thomson's model/ Rutherford's model.)
(c) A classical atom based on ... is doomed to collapse.
(Thomson's model/ Rutherford's model.)
(d) An atom h","['physics_exercises_575_3ce8772d7c', 'physics_text_560_df50048b2a', 'physics_points_to_ponder_574_1b28c05cc7', 'physics_text_561_b3fe818ce0', 'physics_text_567_5d63814687', 'physics_points_to_ponder_575_653beaae7e', 'physics_text_572_678c4e9a4a', 'physics_text_563_b7ce3b43d8', 'physics_text_568_e2b186c773', 'physics_text_560_06a308e0e3', 'physics_text_569_542b34f8ec', 'physics_text_565_47655db353', 'physics_text_572_5e541fc09a', 'physics_text_570_5568cb57bc', 'physics_text_564_79b2820d97']","['physics_exercises_575_3ce8772d7c', 'physics_text_560_df50048b2a', 'physics_points_to_ponder_574_1b28c05cc7', 'physics_text_561_b3fe818ce0', 'physics_text_567_5d63814687', 'physics_points_to_ponder_575_653beaae7e', 'physics_text_572_678c4e9a4a', 'physics_text_563_b7ce3b43d8', 'physics_text_568_e2b186c773', 'physics_text_560_06a308e0e3']","['physics_exercises_575_3ce8772d7c', 'physics_text_560_df50048b2a', 'physics_points_to_ponder_574_1b28c05cc7', 'physics_text_561_b3fe818ce0', 'physics_text_567_5d63814687']",15,"Based on the information provided:

(a) The size of the atom in Thomson's model is **no different from** the atomic size in Rutherford's model. Both models describe the atom as having a spherical structure with the nucleus at the center surrounded by electrons.

(b) In the ground state of **Rutherford's model**, electrons are in stable equilibrium, meaning they are positioned such that their total potential energy is minimized. In contrast, in **Thomson's model**, electrons are embedded within the positive charge of the atom without being bound to it, leading to a more diffuse distribution of electrons.

(c) A classical atom based on **Rutherford's model** is doomed to collapse due to the repulsive electromagnetic forces between the protons and the electrons. These forces would cause the atom to disintegrate into smaller parts or even explode.

(d) An atom has a nearly continuous mass distribution in both **Thomson's model** and **Rutherford's model**. The key difference lies in how the electrons are distributed relative to the nucleus; in Rutherford's model, the electrons are spread out around the nucleus, whereas in Thomson's model, they are embedded within the positive charge.",conceptual,0.3702566623687744,8.71921706199646,physics,12,12,Atoms,"Choose the correct alternative from the clues given at the end of the each statement:
(a) The size of the atom in Thomson's model is ... the atomic size in Rutherford's model. (much greater than/no different from/much less than.)
(b) In the ground state of ... electrons are in stable equilibrium, while in ... electrons always experience a net force.
(Thomson's model/ Rutherford's model.)
(c) A classical atom based on ... is doomed to collapse.
(Thomson's model/ Rutherford's model.)
(d) An atom h",conceptual,basic,['Atoms'],physics_exercises_575_3ce8772d7c,['physics_exercises_575_3ce8772d7c'],"We know that condensed matter (solids and liquids) and dense gases at
all temperatures emit electromagnetic radiation in which a continuous
distribution of several wavelengths is present, though with different
intensities. This radiation is considered to be due to oscillations of atoms",ncert_exercise,True,True,True,True,1.0,0.08438818565400844,0.8042863011360168,0.0
q_0087,"How many neutrons and protons are there in the following nuclei ?
    ^13_6C, ^16_8O, ^24_12Mg, ^56_26Fe, ^88_38Sr","['chemistry_text_35_b6678eedcd', 'chemistry_text_35_9a8955db22', 'chemistry_text_34_00c8b1088c', 'chemistry_text_34_2a1d33757a', 'chemistry_exercises_68_895f307626', 'chemistry_text_35_4c47444f18', 'chemistry_text_35_6492fe4c56', 'chemistry_text_35_ca4c0cff90', 'physics_text_581_c0150dbbfc', 'chemistry_text_34_6031a3bfd2', 'chemistry_text_34_ddcbc1ed44', 'chemistry_exercises_70_d4050dfdf9', 'chemistry_marginalia_34_18adf89bed', 'chemistry_text_34_22c6f8a573', 'physics_text_578_3143978bf9']","['chemistry_text_35_b6678eedcd', 'chemistry_text_35_9a8955db22', 'chemistry_text_34_00c8b1088c', 'chemistry_text_34_2a1d33757a', 'chemistry_exercises_68_895f307626', 'chemistry_text_35_4c47444f18', 'chemistry_text_35_6492fe4c56', 'chemistry_text_35_ca4c0cff90', 'physics_text_581_c0150dbbfc', 'chemistry_text_34_6031a3bfd2']","['chemistry_text_35_b6678eedcd', 'chemistry_text_35_9a8955db22', 'chemistry_text_34_00c8b1088c', 'chemistry_text_34_2a1d33757a', 'chemistry_exercises_68_895f307626']",15,"To determine the number of protons, neutrons, and electrons in the given nuclei:

1. **^13_6C**:
   - Protons: 6
   - Neutrons: 13 - 6 = 7
   - Electrons: 6 (since C is neutral)

2. **^16_8O**:
   - Protons: 8
   - Neutrons: 16 - 8 = 8
   - Electrons: 8 (since O is neutral)

3. **^24_12Mg**:
   - Protons: 12
   - Neutrons: 24 - 12 = 12
   - Electrons: 12 (since Mg is neutral)

4. **^56_26Fe**:
   - Protons: 26
   - Neutrons: 56 - 26 = 30
   - Electrons: 26 (since Fe is neutral)

5. **^88_38Sr**:
   - Protons: 38
   - Neutrons: 88 - 38 = 50
   - Electrons: 38 (since Sr is neutral)

These calculations follow the principle that the sum of protons equals the atomic number (Z), and the sum of protons and neutrons equals the mass number (A). The number of electrons is equal to the number of protons in a neutral atom.",reasoning,0.2669103145599365,11.755650043487549,chemistry,11,2,Structure of Atom,"How many neutrons and protons are there in the following nuclei ?
    ^13_6C, ^16_8O, ^24_12Mg, ^56_26Fe, ^88_38Sr",reasoning,intermediate,['Structure of Atom'],chemistry_exercises_68_895f307626,"['chemistry_exercises_68_895f307626', 'chemistry_exercises_69_ef6ee1b017', 'chemistry_marginalia_70_e30ec2b7a4']","The existence of atoms has been proposed since the time of early Indian and Greek philosophers (400 B.C.) who were of the view that atoms are the fundamental building blocks of matter. According to them, the continued subdivisions of matter would ultimately yield atoms which would not be further div",ncert_exercise,True,True,True,True,0.2,0.15469613259668508,0.7828559279441833,0.0
q_0501,What is Example 16? Explain in the context of Differential Equations.,"['maths_text_599_f9308f7403_1', 'maths_text_601_e25d8cdc18', 'maths_text_599_f9308f7403', 'maths_text_600_6b485d1be7', 'maths_text_598_9df6b91fe6', 'maths_exercises_593_a4edd7461c', 'maths_exercises_603_8bc78ec8a6', 'maths_exercises_607_000992e6d8', 'maths_exercises_590_a39479058e', 'maths_exercises_605_2845215b2d', 'maths_exercises_582_317028107d', 'maths_exercises_592_4c69db0d55', 'maths_exercises_582_a3a9c7e723', 'maths_exercises_604_5de24778aa', 'maths_exercises_588_442b6da72c']","['maths_text_599_f9308f7403_1', 'maths_text_601_e25d8cdc18', 'maths_text_599_f9308f7403', 'maths_text_600_6b485d1be7', 'maths_text_598_9df6b91fe6', 'maths_exercises_593_a4edd7461c', 'maths_exercises_603_8bc78ec8a6', 'maths_exercises_607_000992e6d8', 'maths_exercises_590_a39479058e', 'maths_exercises_605_2845215b2d']","['maths_text_599_f9308f7403_1', 'maths_text_601_e25d8cdc18', 'maths_text_599_f9308f7403', 'maths_text_600_6b485d1be7', 'maths_text_598_9df6b91fe6']",15,"Example 16 involves finding the general solution of the differential equation \( y\ dx - (x + 2y^2)\ dy = 0 \). This example demonstrates how to manipulate and integrate the given differential equation to derive its general solution. It shows the process of identifying the type of differential equation, applying appropriate techniques such as separation of variables if possible, and integrating both sides to obtain the general solution.",definition,0.19773530960083008,3.052255153656006,maths,12,9,Differential Equations,What is Example 16? Explain in the context of Differential Equations.,definition,basic,"['Example 16', 'Differential Equations']",maths_text_599_f9308f7403_1,['maths_text_599_f9308f7403_1'],"which is the general solution of the given differential equation.

**Example 16** Find the general solution of the differential equation $y\ dx – (x + 2y^2)\ dy = 0$.
**Solution** The given differential equation can be written as",generated_from_key_terms,True,True,True,True,1.0,0.43564356435643564,0.8999912142753601,0.5
q_0507,What is linear programming problem? Explain in the context of Linear Programming.,"['maths_summary_678_9520e40d1b', 'maths_text_670_a4ceda6ba1', 'maths_text_670_c2d9957349', 'maths_text_668_c2c664fbff', 'maths_text_670_eb9021b9b8', 'maths_text_677_644a4478bc', 'maths_text_677_67c3376553', 'maths_text_671_e2891737de', 'maths_summary_679_24b9848957', 'maths_exercises_677_61149670da', 'maths_summary_678_0797416afe', 'maths_text_670_7e846902ca', 'maths_summary_679_995fcfa57b', 'maths_summary_679_4f10ba8b77', 'maths_text_671_55961f6c87']","['maths_summary_678_9520e40d1b', 'maths_text_670_a4ceda6ba1', 'maths_text_670_c2d9957349', 'maths_text_668_c2c664fbff', 'maths_text_670_eb9021b9b8', 'maths_text_677_644a4478bc', 'maths_text_677_67c3376553', 'maths_text_671_e2891737de', 'maths_summary_679_24b9848957', 'maths_exercises_677_61149670da']","['maths_summary_678_9520e40d1b', 'maths_text_670_a4ceda6ba1', 'maths_text_670_c2d9957349', 'maths_text_668_c2c664fbff', 'maths_text_670_eb9021b9b8']",15,"A **linear programming problem** involves optimizing a linear function of multiple decision variables under specific constraints. These constraints include non-negativity requirements on the variables and linear inequality conditions. The goal is to find the values of the variables that maximize or minimize the objective function while adhering to these constraints. For instance, consider the problem of maximizing profit from selling chairs and tables, where the profit per chair is $3 and per table is $5, subject to the constraint that the total number of items sold cannot exceed 4 units due to storage limitations. This scenario exemplifies a linear programming problem.",definition,0.15802478790283203,4.353086948394775,maths,12,12,Linear Programming,What is linear programming problem? Explain in the context of Linear Programming.,definition,basic,"['linear programming problem', 'Linear Programming']",maths_text_668_c2c664fbff,['maths_text_668_c2c664fbff'],"A special but a very important class of optimisation problems is **linear programming problem**. The above stated optimisation problem is an example of linear programming problem. Linear programming problems are of much interest because of their wide applicability in industry, commerce, management s",generated_from_key_terms,True,True,True,True,0.25,0.15172413793103448,0.8419433832168579,1.0
q_0396,What is potential energy difference? Explain in the context of Electrostatic Potential and Capacitance.,"['physics_text_323_ceb6dbb49b', 'physics_text_322_0080426dd5', 'physics_text_334_f5cf9aa50d', 'physics_text_322_34c94683cd', 'physics_text_333_aed21a40ce', 'physics_text_332_5543cb5601', 'physics_text_332_0980dc489c', 'physics_text_334_153520e2a9', 'physics_text_323_c080c1d716', 'physics_text_337_34a4516029', 'physics_text_322_1c43e5c857', 'physics_text_335_59c9fa87d6', 'physics_text_336_404335d10b', 'physics_text_332_70fa992675', 'physics_text_332_9b94a6c0d8']","['physics_text_323_ceb6dbb49b', 'physics_text_322_0080426dd5', 'physics_text_334_f5cf9aa50d', 'physics_text_322_34c94683cd', 'physics_text_333_aed21a40ce', 'physics_text_332_5543cb5601', 'physics_text_332_0980dc489c', 'physics_text_334_153520e2a9', 'physics_text_323_c080c1d716', 'physics_text_337_34a4516029']","['physics_text_323_ceb6dbb49b', 'physics_text_322_0080426dd5', 'physics_text_334_f5cf9aa50d', 'physics_text_322_34c94683cd', 'physics_text_333_aed21a40ce']",15,"Potential energy difference refers to the work required to move a charge from one position to another without changing its velocity. In the context of Electrostatic Potential and Capacitance, it quantifies the energy stored in a system of charged particles relative to their initial positions. Specifically, the potential energy difference \( \Delta U \) between two points is calculated as the work done by an external force in moving a unit positive charge from one point to another under the influence of an electric field. This concept is fundamental in understanding how charges interact and store energy in static configurations.",definition,0.2120678424835205,4.098779916763306,physics,12,2,Electrostatic Potential and Capacitance,What is potential energy difference? Explain in the context of Electrostatic Potential and Capacitance.,definition,basic,"['potential energy difference', 'Electrostatic Potential and Capacitance']",physics_text_323_ceb6dbb49b,['physics_text_323_ceb6dbb49b'],"Electrostatic Potential
and Capacitance

(ii) Equation (2.2) defines *potential energy difference* in terms of the physically meaningful quantity *work*. Clearly, potential energy so defined is undetermined to within an additive constant. What this means is that the actual value of potential energy ",generated_from_key_terms,True,True,True,True,1.0,0.22695035460992907,0.8335458636283875,1.0
q_0287,"The transverse section of a plant material shows the following anatomical features - (a) the vascular bundles are conjoint, scattered and surrounded by a sclerenchymatous bundle sheaths. (b) phloem parenchyma is absent. What will you identify it as?","['biology_exercises_77_31eb4faf98', 'biology_figure_72_9d81930e15', 'biology_figure_75_60440ef7c4', 'biology_text_75_97040471fb', 'biology_figure_74_f9612f13e2', 'biology_text_76_6ea80b2ede', 'biology_text_72_7ef4ac2b04', 'biology_figure_73_0c70a0eec1', 'biology_text_72_4888bb5f94', 'biology_figure_74_5242024eea', 'biology_text_73_0a57004064', 'biology_text_75_afbcd37e3e', 'biology_text_76_451ced75b1', 'biology_text_73_14b1b43435', 'biology_summary_76_eaa0d2e1b6']","['biology_exercises_77_31eb4faf98', 'biology_figure_72_9d81930e15', 'biology_figure_75_60440ef7c4', 'biology_text_75_97040471fb', 'biology_figure_74_f9612f13e2', 'biology_text_76_6ea80b2ede', 'biology_text_72_7ef4ac2b04', 'biology_figure_73_0c70a0eec1', 'biology_text_72_4888bb5f94', 'biology_figure_74_5242024eea']","['biology_exercises_77_31eb4faf98', 'biology_figure_72_9d81930e15', 'biology_figure_75_60440ef7c4', 'biology_text_75_97040471fb', 'biology_figure_74_f9612f13e2']",15,"Based on the given anatomical features, I would identify the plant material as belonging to a monocotyledonous plant. This identification can be made through several key observations:

1. **Conjoint Vascular Bundles**: The presence of conjoint vascular bundles indicates that the plant has a monocotyledonous structure. In monocots, the xylem and phloem are arranged in separate bundles but still connected at their ends, forming a continuous ring around the stem.

2. **Bundle Sheaths Surrounding Vascular Bundles**: The description mentions that the vascular bundles are surrounded by a sclerenchymatous bundle sheath. This feature is typical of monocots where the vascular tissues are enclosed within a protective layer of thick-walled cells called bundle sheaths.

3. **Absence of Phloem Parenchyma**: The absence of phloem parenchyma further supports this classification. In monocots, the phloem typically lacks parenchyma cells, whereas dicots often have phloem containing parenchyma cells.

These characteristics collectively point towards a monocotyledonous plant, distinguishing it from dicotyledonous plants based on its vascular organization and cell wall composition.",conceptual,0.2848937511444092,8.984002351760864,biology,11,6,Anatomy of Flowering Plants,"The transverse section of a plant material shows the following anatomical features - (a) the vascular bundles are conjoint, scattered and surrounded by a sclerenchymatous bundle sheaths. (b) phloem parenchyma is absent. What will you identify it as?",conceptual,intermediate,['Anatomy of Flowering Plants'],biology_exercises_77_31eb4faf98,['biology_exercises_77_31eb4faf98'],"## 6.1.1 Epidermal Tissue System
The epidermal tissue system forms the outer-most covering of the whole plant body and comprises epidermal cells, stomata and the epidermal appendages – the trichomes and hairs. The **epidermis** is the outermost layer of the primary plant body. It is made up of elong",ncert_exercise,True,True,True,True,1.0,0.14953271028037385,0.8161354064941406,0.0
