id,flat_top_10_ids,flat_top_5_ids,generated_ans,subject,grade,chapter,chapter_title,question,type,difficulty,key_concepts,reference_chunk_id,recall_any_of,reference_answer,source,hit_5,hit_any_5,hit_10,hit_any_10,mrr_any,rouge_l,bert_score,concept_cov
q_0360,[],[],"Certainly! Recombinant proteins have numerous applications in medicine, particularly as therapeutic agents. Here are ten examples of recombinant proteins that are currently used or being developed:

1. **Insulin** - Produced by genetically engineered bacteria to treat diabetes.
2. **Human Growth Hormone (HGH)** - Used to treat growth hormone deficiency and certain types of dwarfism.
3. **Interleukin-2 (IL-2)** - A cytokine used in cancer treatment, specifically in immunotherapy.
4. **Erythropoietin (EPO)** - Used to treat anemia caused by kidney failure and other conditions.
5. **Thrombopoietin (TPO)** - Used to stimulate platelet production in patients with aplastic anemia.
6. **Anti-HIV Proteins** - Including antibodies against HIV envelope glycoproteins like gp120 and gp41, used in antiretroviral therapy.
7. **Antibodies Against Cancer Cells** - Monoclonal antibodies targeting specific antigens on cancer cells, used in targeted therapies.
8. **Fibrinogen** - Used in surgical procedures to help form blood clots.
9. **Factor VIII** - An enzyme involved in blood clotting, used in hemophilia treatments.
10. **Vaccines** - Many vaccines use recombinant proteins derived from pathogens to induce immunity.

These proteins are synthesized using genetic engineering techniques to produce them outside living organisms, making them more stable and easier to manufacture than their naturally occurring counterparts. They are widely used in various fields such as oncology, infectious diseases, autoimmune disorders, and regenerative medicine.",biology,12,9,Biotechnology: Principles and Processes,Can you list 10 recombinant proteins which are used in medical practice? Find out where they are used as therapeutics (use the internet).,conceptual,basic,['Biotechnology: Principles and Processes'],biology_exercises_426_df8d95e081,"['biology_exercises_426_df8d95e081', 'biology_exercises_427_ed1344a6b0']","The European Federation of Biotechnology (EFB) has
given a definition of biotechnology that encompasses both
traditional view and modern molecular biotechnology.
The definition given by EFB is as follows:",ncert_exercise,False,False,False,False,0.0,0.042016806722689065,0.7853273153305054,0.0
q_0424,[],[],"Dalton's atomic theory was proposed by John Dalton in the early 1800s and laid the foundation for modern atomic theory. Here are the key points:

1. **All matter is composed of tiny indivisible particles called atoms.** This means that atoms cannot be broken down into simpler substances.

2. **Atoms of a given element are identical in mass and chemical properties.** Each atom has a specific number of protons (atomic number) which determines its identity within the periodic table.

3. **Atoms combine in simple whole-number ratios to form compounds.** When elements react, they do so by sharing electrons to achieve a stable electron configuration similar to that of noble gases.

4. **The total mass of an atom equals the sum of the masses of all its constituent parts—protons, neutrons, and electrons.**

5. **Gases consist of large numbers of molecules, each molecule being made up of two atoms bonded together.** This explains why gases have low density compared to solids and liquids.

These principles were crucial in understanding how elements interact chemically and provided a framework for explaining many observed phenomena in chemistry. However, it should be noted that this theory was later superseded by more advanced models like the Bohr model and quantum mechanics, which better explain atomic structure at the subatomic level.",chemistry,11,2,Structure of Atom,What is Dalton's atomic theory? Explain in the context of Structure of Atom.,definition,basic,"[""Dalton's atomic theory"", 'Structure of Atom']",chemistry_text_28_7a07f52d89,['chemistry_text_28_7a07f52d89'],"The atomic theory of matter was first proposed on a firm scientific basis by John Dalton, a British school teacher in 1808. His theory, called **Dalton's atomic theory**, regarded the atom as the ultimate particle of matter (Unit 1). Dalton's atomic theory was able to explain the law of conservation",generated_from_key_terms,False,False,False,False,0.0,0.14981273408239698,0.8488643169403076,0.5
q_0523,[],[],"Frogs are amphibians belonging to the order Anura (meaning ""without tail""). They are characterized by their smooth skin that secretes mucus and their short legs adapted for jumping. Frogs have a complex structural organization within their bodies:

1. **Head**: The head contains sensory organs such as eyes, ears, and nostrils. It also includes the brain, which controls various bodily functions.

2. **Body**: Frogs have a streamlined body shape, which helps them move efficiently through water or on land. Their limbs are well-developed for jumping and swimming.

3. **Skin**: Frogs have permeable skin that can absorb oxygen from the air and moisture from the environment. This adaptation allows them to breathe while moist.

4. **Lungs**: While frogs primarily rely on their lungs for breathing, they also have gills during their tadpole stage, allowing them to live both in water and on land.

5. **Feet**: Frogs have webbed feet, which aid in swimming and provide traction on wet surfaces.

6. **Tail**: In adult frogs, the tail is vestigial; it has no function except to help balance when the frog jumps.

7. **Heart**: Frogs have a four-chambered heart, similar to mammals, but they do not have a fully developed circulatory system like birds and reptiles.

8. **Nervous System**: Frogs possess a highly organized nervous system consisting of a brain, spinal cord,",biology,11,7,Structural Organisation in Animals,What is Frogs? Explain in the context of Structural Organisation in Animals.,definition,basic,"['Frogs', 'Structural Organisation in Animals']",biology_text_78_15443b7248,['biology_text_78_15443b7248'],"7.1 *Organ and Organ System*
7.2 *Frogs*

You may be surprised to know that all complex animals consist of only four basic types of tissues. These tissues are organised in specific proportion and pattern to form an organ like stomach, lung, heart and kidney. When two or more organs perform a common ",generated_from_key_terms,False,False,False,False,0.0,0.0948905109489051,0.8236882090568542,0.5
q_0479,[],[],"Proof in mathematics, particularly within the realms of limits and derivatives, refers to a logical argument that demonstrates the truth of a mathematical statement. In this context, it involves showing that a given limit exists and calculating its value accurately.

For example, when dealing with limits, a proof might involve using algebraic manipulation, the epsilon-delta definition of a limit, or other analytical techniques to show that as one variable approaches another (or infinity), the function's output gets arbitrarily close to a specific number. This process ensures that the limit is well-defined and can be used consistently in further calculations involving derivatives.

In the case of derivatives, proofs often rely on the formal definition of the derivative, which states that the derivative of a function at a point is the limit of the difference quotient as the change in the independent variable approaches zero. Proving this formally requires demonstrating that the limit exists and equals the derivative value, typically by applying theorems such as the Mean Value Theorem or L'Hôpital's Rule.

The goal of these proofs is not just to find numerical values but to establish the theoretical underpinnings of calculus, ensuring that all operations performed are mathematically sound and consistent with established rules and definitions.",maths,11,12,Limits and Derivatives,What is Proof? Explain in the context of Limits and Derivatives.,definition,basic,"['Proof', 'Limits and Derivatives']",maths_text_234_71ae3126da,['maths_text_234_71ae3126da'],**Proof** (i) The inequality in (*) says that the function $\frac{\sin x}{x}$ is sandwiched between the function $\cos x$ and the constant function which takes value 1.,generated_from_key_terms,False,False,False,False,0.0,0.100418410041841,0.7985668778419495,1.0
q_0355,[],[],"To prevent water-borne diseases, several measures can be taken:

1. **Sanitation**: Ensure that there is proper sanitation at all times. This includes regular cleaning of toilets, washing facilities, and maintaining hygiene standards.

2. **Drinking Water Treatment**: Use safe methods to treat drinking water before it reaches people's homes. Common treatments include boiling, chlorination, or filtration with chemicals like iodine or chlorine.

3. **Washing Hands**: Encourage frequent handwashing with soap and clean water. Handwashing is one of the most effective ways to reduce the spread of many waterborne pathogens.

4. **Safe Wastewater Disposal**: Proper disposal of human waste through septic systems or sewage treatment plants helps prevent contamination of groundwater and surface waters.

5. **Education and Awareness**: Educate communities about the risks associated with contaminated water sources and how to avoid them. This includes understanding symptoms of water-borne illnesses and knowing when to seek medical attention.

6. **Community Health Programs**: Implement community health programs that focus on preventing water-borne diseases by providing access to clean water and promoting good hygiene practices.

7. **Regulations and Policies**: Governments should enforce regulations regarding water quality and provide policies that mandate safe water management practices.

8. **Monitoring and Surveillance**: Regularly monitor water supplies for contaminants and maintain surveillance systems to detect outbreaks early.

By implementing these measures, we can significantly reduce the incidence of water-borne diseases and improve public health outcomes.",biology,12,7,Human Health and Disease,What measure would you take to prevent water-borne diseases?,conceptual,intermediate,['Human Health and Disease'],biology_exercises_399_0ad36f4e53,['biology_exercises_399_0ad36f4e53'],"The term **health** is very frequently used by everybody. *How do we define it?* Health does not simply mean 'absence of disease' or 'physical fitness'. It could be defined as a state of complete physical, mental and social well-being. When people are healthy, they are more efficient at work. This i",ncert_exercise,False,False,False,False,0.0,0.05653710247349823,0.8127999305725098,0.0
q_0346,[],[],"A diploid organism with four heterozygous loci will produce a total of 16 different types of gametes. This is because each locus has two alleles (one from the mother and one from the father), and there are four loci. The number of possible combinations of these alleles determines the number of unique gamete types.

To calculate this:

1. Each locus has 2 possible alleles.
2. Since there are 4 loci, we have \(2^4 = 16\) possible allele combinations.
3. Each combination results in a distinct type of gamete.

Therefore, a diploid organism with four heterozygous loci can produce 16 different types of gametes.",biology,12,4,Principles of Inheritance and Variation,"A diploid organism is heterozygous for 4 loci, how many types of gametes can be produced?",conceptual,intermediate,['Principles of Inheritance and Variation'],biology_exercises_329_92fb20b04e,['biology_exercises_329_92fb20b04e'],"Given that they do, are the offspring identical to their
parents? Or do they show differences in some of their
characteristics? Have you ever wondered why siblings
sometimes look so similar to each other? Or sometimes
even so different?",ncert_exercise,False,False,False,False,0.0,0.08450704225352114,0.7932407259941101,0.0
q_0191,[],[],"To find the distance between two points \(P(x_1, y_1)\) and \(Q(x_2, y_2)\), we use the distance formula:

\[ \text{Distance} = \sqrt{(x_2 - x_1)^2 + (y_2 - y_1)^2} \]

### Part (i): When PQ is parallel to the y-axis

If \(PQ\) is parallel to the y-axis, then their x-coordinates must be equal. Therefore, \(x_1 = x_2\). The distance formula simplifies to:

\[ \text{Distance} = |y_2 - y_1| \]

This is because the difference in the y-coordinates gives us the vertical distance.

### Part (ii): When PQ is parallel to the x-axis

If \(PQ\) is parallel to the x-axis, then their y-coordinates must be equal. Therefore, \(y_1 = y_2\). The distance formula simplifies to:

\[ \text{Distance} = |x_2 - x_1| \]

This is because the difference in the x-coordinates gives us the horizontal distance.

So, summarizing:
- For part (i), the distance is \(|y_2 - y_1|\).
- For part (ii), the distance is \(|x_2 - x_1|\).

These formulas give you the straight-line distance between any two points on a coordinate plane, regardless of whether they lie on the same line or not.",maths,11,9,Straight Lines,"Find the distance between P ($x_1$, $y_1$) and Q ($x_2$, $y_2$) when : (i) PQ is parallel to the y-axis, (ii) PQ is parallel to the x-axis.",numerical,intermediate,['Straight Lines'],maths_exercises_157_91f3e44351,"['maths_exercises_157_91f3e44351', 'maths_exercises_158_944d162e22', 'maths_exercises_162_493b56d79f']","All these concepts are the

Let us have a brief recall of coordinate geometry done in earlier classes. To recapitulate, the location of the points (6, – 4) and (3, 0) in the XY-plane is shown in Fig 9.1.

<::transcription of the content
: coordinate plane with origin O, positive x-axis labeled X, an",ncert_exercise,False,False,False,False,0.0,0.10400000000000001,0.8017399311065674,0.0
q_0213,[],[],"Let's analyze each relation one by one to determine if it is reflexive, symmetric, and transitive.

### (i) Relation \( R \) in the set \( A = \{1, 2, 3, \ldots, 13, 14\} \) defined as
\[ R = \{(x, y) : 3x - y = 0\} \]

**Reflexivity:** For a relation to be reflexive, every element must be related to itself. Let's check:
- If \( x = 1 \), then \( 3(1) - y = 0 \Rightarrow y = 3 \). So, \( (1, 3) \in R \).
- Similarly, for any other \( x \), we can find a corresponding \( y \) such that \( 3x - y = 0 \).

Thus, \( R \) is reflexive.

**Symmetry:** For symmetry, if \( (x, y) \in R \), then \( (y, x) \) should also be in \( R \). Let's check:
- Suppose \( (x, y) \in R \), so \( 3x - y = 0 \Rightarrow y = 3x \).
- Then, \( (y, x) = (3x, x) \). We need to check if \( 3(3x) - x = 0 \Rightarrow 9x - x = 8x \neq 0 \) unless \( x = 0 \), which is not in our set.
  
Since \( (y, x) \notin R \) when \( x \neq 0 \), \( R \) is **not** symmetric.

**Transitivity:** For transitivity, if \( (x, y) \in R \) and \( (y, z) \in R \), then \( (x, z) \) should also be in \( R \). Let",maths,12,1,Relations and Functions,"Determine whether each of the following relations are reflexive, symmetric and transitive:
   (i) Relation R in the set A = {1, 2, 3, ..., 13, 14} defined as
      R = {(x, y) : 3x - y = 0}
   (ii) Relation R in the set N of natural numbers defined as
      R = {(x, y): y = x + 5 and x < 4}
   (iii) Relation R in the set A = {1, 2, 3, 4, 5, 6} as
      R = {(x, y): y is divisible by x}
   (iv) Relation R in the set Z of all integers defined as
      R = {(x, y) : x - y is an integer}
   (v) Rela",numerical,intermediate,['Relations and Functions'],maths_exercises_317_5fbd148978,"['maths_exercises_317_5fbd148978', 'maths_exercises_318_a5bdbdd35a', 'maths_exercises_319_14390adde9']","(i) {(a, b) ∈ A × B: a is brother of b},
(ii) {(a, b) ∈ A × B: a is sister of b},
(iii) {(a, b) ∈ A × B: age of a is greater than age of b},
(iv) {(a, b) ∈ A × B: total marks obtained by a in the final examination is less than the total marks obtained by b in the final examination},
(v) {(a, b) ∈ A ",ncert_exercise,False,False,False,False,0.0,0.07171314741035856,0.791538655757904,0.0
q_0477,[],[],"A circle is a fundamental geometric shape that can be defined as the set of all points in a plane that are equidistant from a fixed point called the center. This distance is known as the radius.

In the context of conic sections, which are curves obtained by intersecting a cone with a plane, a circle is one of the four primary types:

1. **Ellipse**: An ellipse is formed when a plane intersects both nappes (halves) of a double cone at an angle less than 90 degrees to the axis of rotation.
2. **Parabola**: A parabola results when a plane intersects only one nappe of a double cone and does so parallel to its side.
3. **Hyperbola**: A hyperbola is created when a plane cuts through both nappes of a double cone at an angle greater than 90 degrees to the axis of rotation.

Thus, circles are special cases within these conic sections where the intersection occurs exactly along the axis of symmetry of the cones, resulting in a perfectly round figure.",maths,11,10,Conic Sections,What is circle? Explain in the context of Conic Sections.,definition,basic,"['circle', 'Conic Sections']",maths_text_176_3b09f3393d,['maths_text_176_3b09f3393d'],"10.2.1 *Circle, ellipse, parabola and hyperbola* When the plane cuts the nappe (other than the vertex) of the cone, we have the following situations:

(a) When β = 90°, the section is a *circle* (Fig10.4).
(b) When α < β < 90°, the section is an *ellipse* (Fig10.5).
(c) When β = α; the section is a ",generated_from_key_terms,False,False,False,False,0.0,0.16071428571428573,0.8383538722991943,1.0
q_0362,[],[],"Enzymes and DNA are both macromolecules, but they differ significantly in their molecular sizes.

To determine which one is larger, we need to consider the structure of each molecule:

1. **DNA (Deoxyribonucleic Acid)**:
   - DNA is a double-stranded helical molecule.
   - Each strand consists of alternating sugar-phosphate backbones with nitrogenous bases attached.
   - The total length of a single DNA strand is approximately 3400 base pairs long.
   - Therefore, the diameter of a single DNA strand is about 2 nanometers (nm).
   - If we were to stack these strands end-to-end, the total length would be around 6800 nm, making it much longer than most other molecules.

2. **Enzymes**:
   - Enzymes are proteins that catalyze biochemical reactions.
   - They typically consist of several hundred amino acids linked together by peptide bonds.
   - The average molecular weight of an enzyme protein is around 50,000 daltons (Da), which is equivalent to 5 x 10^9 atomic mass units (amu).
   - This means that if we were to line up all the atoms in an enzyme, the total linear dimension would be very small compared to its overall volume.

Given this information, we can conclude that DNA is generally larger in molecular size than enzymes. While both are complex biomolecules, DNA's extended nature makes it more voluminous when considered as a whole molecule.",biology,12,9,Biotechnology: Principles and Processes,"From what you have learnt, can you tell whether enzymes are bigger or DNA is bigger in molecular size? How did you know?",conceptual,intermediate,['Biotechnology: Principles and Processes'],biology_exercises_426_df8d95e081,"['biology_exercises_426_df8d95e081', 'biology_exercises_427_ed1344a6b0']","The European Federation of Biotechnology (EFB) has
given a definition of biotechnology that encompasses both
traditional view and modern molecular biotechnology.
The definition given by EFB is as follows:",ncert_exercise,False,False,False,False,0.0,0.0816326530612245,0.788301408290863,0.0
q_0420,[],[],"In semiconductor electronics, ""building blocks"" refer to the fundamental materials and components used to construct electronic devices such as transistors, diodes, and integrated circuits. These include:

1. **Semiconductor Materials**: The primary building block is silicon, which is widely used due to its abundance and low cost. Other semiconducting materials like germanium, gallium arsenide, and indium phosphide are also employed depending on specific applications.

2. **Doping**: This process involves adding impurities (dopants) to pure semiconductor material to create p-type (positive charge carriers) and n-type (negative charge carriers). Doping introduces additional electrons or holes into the crystal lattice, altering the electrical properties of the material.

3. **N-Type and P-Type Semiconductors**: N-type semiconductors have more electrons than holes, while P-type semiconductors have more holes than electrons. These types form the basis for creating PN junctions, which are crucial in many electronic devices.

4. **PN Junctions**: A PN junction is formed when a p-type and an n-type semiconductor are brought together. It allows current flow only in one direction, making it ideal for rectification and switching operations.

5. **Transistors**: Transistors are electronic switches that control the flow of current between two terminals. They can amplify signals or switch them on and off. Common types include bipolar junction transistors (BJTs), field-effect transistors",physics,12,14,"Semiconductor Electronics: Materials, Devices and Simple Circuits","What is building blocks? Explain in the context of Semiconductor Electronics: Materials, Devices and Simple Circuits.",definition,basic,"['building blocks', 'Semiconductor Electronics: Materials, Devices and Simple Circuits']",physics_text_593_c604c14961,['physics_text_593_c604c14961'],"## 14.1 INTRODUCTION

Devices in which a controlled flow of electrons can be obtained are the basic *building blocks* of all the electronic circuits. Before the discovery of transistor in 1948, such devices were mostly vacuum tubes (also called valves) like the vacuum diode which has two electrodes,",generated_from_key_terms,False,False,False,False,0.0,0.0984848484848485,0.821399986743927,0.5
q_0120,[],[],"To find the molarity of concentrated nitric acid (HNO₃) given its concentration as 68% by mass and density of 1.504 g/mL, we need to follow these steps:

### Step 1: Calculate the mass of HNO₃ per liter of solution.
Given:
- Mass percentage of HNO₃ = 68%
- Density of the solution = 1.504 g/mL

First, convert the density from grams per milliliter to kilograms per liter:
\[ \text{Density} = 1.504 \, \text{g/mL} \times 1000 \, \text{mL/L} = 1504 \, \text{kg/L} \]

Next, calculate the total mass of the solution per liter:
\[ \text{Mass of solution per L} = \text{Density} \times \text{Volume} = 1504 \, \text{kg/L} \]

Since 68% of this mass is HNO₃:
\[ \text{Mass of HNO₃ per L} = 0.68 \times 1504 \, \text{kg/L} = 1023.52 \, \text{kg/L} \]

Convert kg to grams:
\[ \text{Mass of HNO₃ per L} = 1023.52 \, \text{kg/L} \times 1000 \, \text{g/kg} = 1,023,520 \, \text{g/L} \]

### Step 2: Convert the mass of HNO₃ per liter into moles.
The molar mass of HNO₃ can be calculated as follows:
\[ \text{Molar mass of HNO₃} = 1 \, (\text{H}) + 14 \, (\text{N}) +",chemistry,12,1,Solutions,"Concentrated nitric acid used in laboratory work is 68% nitric acid by mass in
aqueous solution. What should be the molarity of such a sample of the acid if
the density of the solution is 1.504 g mL⁻¹?
27 Solutions",numerical,intermediate,['Solutions'],chemistry_exercises_333_d50d87b98e,"['chemistry_exercises_333_d50d87b98e', 'chemistry_exercises_333_cce1123328', 'chemistry_exercises_334_678b2268ac']","In this Unit, we will consider mostly liquid
solutions and their formation. This will be followed by
studying the properties of the solutions, like vapour
pressure and colligative properties. We will begin with
types of solutions and then various alternatives in
which concentrations of a solute can ",ncert_exercise,False,False,False,False,0.0,0.09282700421940929,0.7640805244445801,0.0
q_0101,[],[],"a) Initially, as the volume of the container is increased while keeping the temperature constant, the partial pressure of the gas (vapour pressure) inside the container decreases. This is because there is less space for the gas molecules to occupy, leading to fewer collisions between them and thus lower pressure.

b) When the system reaches equilibrium again after the volume has been changed, the rate of evaporation (the process where molecules leave the liquid phase to enter the gaseous phase) will increase slightly due to the higher concentration of vapor already present in the container. Conversely, the rate of condensation (where molecules return from the gaseous phase back into the liquid phase) will decrease because there is now more room for these molecules to condense without colliding with each other or the walls of the container.

c) Finally, when equilibrium is restored, the total number of molecules in the container remains unchanged, but their distribution changes. The vapour pressure will rise until it equals the new equilibrium value determined by the new volume and temperature conditions. At this point, the rate of evaporation will equal the rate of condensation, maintaining a stable state within the container.",chemistry,11,6,Equilibrium,"A liquid is in equilibrium with its vapour in a sealed container at a fixed temperature. The volume of the container is suddenly increased.
   a) What is the initial effect of the change on vapour pressure?
   b) How do rates of evaporation and condensation change initially?
   c) What happens when equilibrium is restored finally and what will be the final vapour pressure?",conceptual,basic,['Equilibrium'],chemistry_exercises_207_d6a997f877,"['chemistry_exercises_207_d6a997f877', 'chemistry_marginalia_208_53dd92adfe', 'chemistry_exercises_208_4cf41d180b']","When a liquid evaporates in a closed container,
molecules with relatively higher kinetic energy escape
the liquid surface into the vapour phase and number of
liquid molecules from the vapour phase strike the liquid
surface and are retained in the liquid phase. It gives rise
to a constant vapour pres",ncert_exercise,False,False,False,False,0.0,0.14634146341463417,0.8235964179039001,1.0
q_0043,[],[],"To solve this problem, we need to use Ampère's Law, which relates the magnetic field \( \vec{B} \) around a closed loop to the current \( I \) flowing through it.

### Step 1: Understand the Problem
- We have a long straight wire carrying a current \( I = 50 \, \text{A} \).
- The wire is oriented horizontally (north-south).
- We need to find the magnetic field \( B \) at a point 2.5 meters east of the wire.

### Step 2: Apply Ampère's Law
Ampère's Law states:
\[ \oint \vec{B} \cdot d\vec{l} = \mu_0 I_{\text{enc}} \]
where:
- \( \mu_0 \) is the permeability of free space (\( \mu_0 = 4\pi \times 10^{-7} \, \text{T}\cdot\text{m/A} \)).
- \( I_{\text{enc}} \) is the total current enclosed by the Amperian loop.

For a long straight wire, the magnetic field \( B \) is uniform along the axis perpendicular to the wire. Therefore, we can consider a circular path centered on the wire.

### Step 3: Determine the Path and Enclosed Current
We choose a circular path of radius \( r = 2.5 \, \text{m} \) centered on the wire. Since the wire is horizontal, the magnetic field will be directed vertically upward or downward depending on whether you're looking from above or below the wire.

The current \( I \) flows into the page (or out of the page if viewed from above), so the enclosed current \( I_{\text{enc}} \) is equal to the current \( I \).

### Step 4: Calculate the Magnetic Field
Using the formula for the magnetic field due to a long straight wire:
\[ B = \frac{\mu_0 I}{2\",physics,12,4,Moving Charges and Magnetism,"A long straight wire in the horizontal plane carries a current of 50 A
in north to south direction. Give the magnitude and direction of **B**
at a point 2.5 m east of the wire.
Moving Charges and
Magnetism",numerical,intermediate,['B'],physics_exercises_410_4192001059,"['physics_exercises_410_4192001059', 'physics_exercises_411_3a7b3a1bcf', 'physics_exercises_411_ec7773f7e6']","James Maxwell who then realised that light was electromagnetic waves.
Radio waves were discovered by Hertz, and produced by J.C.Bose and
G. Marconi by the end of the 19th century. A remarkable scientific and
technological progress took place in the 20th century. This was due to
our increased underst",ncert_exercise,False,False,False,False,0.0,0.05063291139240506,0.7643553018569946,1.0
q_0119,[],[],"(i) **Mole Fraction**: The mole fraction of a component in a mixture is defined as the ratio of the number of moles of that component to the total number of moles of all components in the mixture.

(ii) **Molality**: Molality is a measure of concentration where the amount of solute dissolved in a solvent is expressed in moles per kilogram of solvent. It does not depend on the volume of the solution but only on the mass and temperature of the solvent.

(iii) **Molarity**: Molarity is another way to express concentration, defined as the number of moles of solute present in one liter of solution. This unit is commonly used when dealing with solutions at room temperature and pressure.

(iv) **Mass Percentage**: Mass percentage is a method of expressing the concentration of a substance in a mixture by taking into account both its mass and the total mass of the mixture. It is calculated using the formula: \[ \text{Mass Percentage} = \left( \frac{\text{mass of solute}}{\text{total mass of solution}} \right) \times 100\% \]",chemistry,12,1,Solutions,"Define the following terms:
    (i) Mole fraction
    (ii) Molality
    (iii) Molarity
    (iv) Mass percentage.",definition,basic,['Solutions'],chemistry_exercises_333_d50d87b98e,"['chemistry_exercises_333_d50d87b98e', 'chemistry_exercises_333_cce1123328', 'chemistry_exercises_334_678b2268ac']","In this Unit, we will consider mostly liquid
solutions and their formation. This will be followed by
studying the properties of the solutions, like vapour
pressure and colligative properties. We will begin with
types of solutions and then various alternatives in
which concentrations of a solute can ",ncert_exercise,False,False,False,False,0.0,0.12669683257918551,0.8003144264221191,1.0
q_0148,[],[],"Sure, here are the IUPAC names and common names for the given compounds:

(i) **(CH₃)₄C(OH)** - This is a tetrahydrofuran (THF) molecule.

(ii) **(CH₃)₂CHCHBrCH₂CH₂OH** - This is bromoacetone.

(iii) **(CH₃)(CH₂)₅CHO** - This is pentan-2-one.

(iv) **Ph-C≡C-OH** - This is phenylacetaldehyde.

(v) **<::transcription of the content: chemical structure of a cyclopentane ring with a CHO group attached to one carbon::>**

This is a cyclopentane derivative containing a carbonyl group.

(vi) **Ph-CO-Ph** - This is phenoxyethanol.

These are the IUPAC names and common names for the given compounds.",chemistry,12,8,"Aldehydes, Ketones and Carboxylic Acids","Write the IUPAC names of the following ketones and aldehydes. Wherever possible, give also common names.
(i) CH₃CO(CH₂)₄CH₃
(ii) CH₃CH₂CHBrCH₂CH(CH₃)CHO
(iii) CH₃(CH₂)₅CHO
(iv) Ph-CH=CH-CHO
(v)
<::transcription of the content
: chemical structure of a cyclopentane ring with a CHO group attached to one carbon::>
(vi) PhCOPh",factual,basic,"['Aldehydes, Ketones and Carboxylic Acids']",chemistry_exercises_543_880f6a14dd,"['chemistry_exercises_543_880f6a14dd', 'chemistry_exercises_543_5e68f20472', 'chemistry_exercises_544_b9cc6c2e15']","In the previous Unit, you have studied organic
compounds with functional groups containing carbon-
oxygen single bond. In this Unit, we will study about the
organic compounds containing carbon-oxygen double
bond (>C=O) called carbonyl group, which is one of the
most important functional groups in or",ncert_exercise,False,False,False,False,0.0,0.15384615384615385,0.7824960350990295,0.0
q_0023,[],[],"The speed of the center of mass (CM) of the trolley plus child system remains unchanged regardless of how the child moves around inside the trolley. This principle is known as the conservation of momentum.

To understand why, consider that both the trolley and the child have equal and opposite momenta when viewed from the ground frame. The total momentum before the child starts running is zero because they are initially at rest relative to each other. When the child runs, their motion does not change the overall momentum of the system; it only redistributes the momentum within the system.

Mathematically, if \( m_t \) is the mass of the trolley and \( m_c \) is the mass of the child, then:

\[ p_{\text{initial}} = m_t v_t + m_c v_c = 0 \]

where \( v_t \) is the velocity of the trolley and \( v_c \) is the velocity of the child. Since the initial momentum is zero, the final momentum must also be zero:

\[ p_{\text{final}} = m_t v_t' + m_c v_c' = 0 \]

Here, \( v_t' \) is the new velocity of the trolley and \( v_c' \) is the new velocity of the child. Because the total momentum must remain zero, we can equate the two expressions:

\[ m_t v_t + m_c v_c = m_t v_t' + m_c v_c' \]

Since the masses \( m_t \) and \( m_c \) are non-zero, this implies:

\[ v_t' = -v_t \]
\[ v_c' = v_c \]

Thus, the",physics,11,6,Systems of Particles and Rotational Motion,"A child sits stationary at one end of a long trolley moving uniformly with a speed V on a smooth horizontal floor. If the child gets up and runs about on the trolley in any manner, what is the speed of the CM of the (trolley + child) system ?",conceptual,basic,['Systems of Particles and Rotational Motion'],physics_exercises_124_f087694f7b,"['physics_exercises_124_f087694f7b', 'physics_exercises_124_f1926980a0', 'physics_exercises_125_d36e9a9630']",Any real body which we encounter in daily life has a finite size. In dealing with the motion of extended bodies (bodies of finite size) often the idealised model of a particle is inadequate. In this chapter we shall try to go beyond this inadequacy. We shall attempt to build an understanding of the ,ncert_exercise,False,False,False,False,0.0,0.0664451827242525,0.7819708585739136,0.0
q_0551,[],[],"The scrotum is a sac-like structure that contains and supports the testes (male reproductive organs). It lies outside the body cavity to keep them at a slightly lower temperature than the rest of the body, which is crucial for sperm production due to the role of heat regulation in spermatogenesis. The scrotal skin also helps protect the testes from external injuries and environmental factors such as cold temperatures.",biology,12,2,Human Reproduction,What is scrotum? Explain in the context of Human Reproduction.,definition,basic,"['scrotum', 'Human Reproduction']",biology_text_278_76557e14e3,['biology_text_278_76557e14e3'],"HUMAN REPRODUCTION

The testes are situated outside the
abdominal cavity within a pouch
called **scrotum**. The scrotum helps
in maintaining the low temperature
of the testes (2–2.5° C lower than
the normal internal body
temperature) necessary for
spermatogenesis. In adults, each
testis is oval in s",generated_from_key_terms,False,False,False,False,0.0,0.20512820512820512,0.8520275354385376,0.5
