id,flat_top_10_ids,flat_top_5_ids,generated_ans,subject,grade,chapter,chapter_title,question,type,difficulty,key_concepts,reference_chunk_id,recall_any_of,reference_answer,source,hit_5,hit_any_5,hit_10,hit_any_10,mrr_any
q_0556,"['biology_summary_359_6a636aeaf0', 'biology_text_356_52c635cc6c', 'biology_text_357_e5d69c16f6', 'biology_text_356_c5fe9f585e', 'biology_text_358_d7eaa4caa0', 'biology_text_355_43c74e6d16', 'biology_text_358_6177f296a2', 'biology_text_356_7af6480f51', 'biology_text_358_53f2e25c01', 'biology_summary_360_b97cc6b9b1']","['biology_summary_359_6a636aeaf0', 'biology_text_356_52c635cc6c', 'biology_text_357_e5d69c16f6', 'biology_text_356_c5fe9f585e', 'biology_text_358_d7eaa4caa0']",,biology,12,5,Molecular Basis of Inheritance,What is DNA Fingerprinting? Explain in the context of Molecular Basis of Inheritance.,definition,basic,"['DNA Fingerprinting', 'Molecular Basis of Inheritance']",biology_text_330_c2f0fd2222,['biology_text_330_c2f0fd2222'],"MOLECULAR BASIS OF
INHERITANCE

5.1 *The DNA*
5.2 *The Search for Genetic Material*
5.3 *RNA World*
5.4 *Replication*
5.5 *Transcription*
5.6 *Genetic Code*
5.7 *Translation*
5.8 *Regulation of Gene Expression*
5.9 *Human Genome Project*
5.10 *DNA Fingerprinting*",generated_from_key_terms,False,False,False,False,0.0
q_0294,"['biology_exercises_118_dcd28688a2', 'biology_exercises_426_df8d95e081', 'chemistry_text_578_1509fc4040', 'biology_summary_437_e8e392f595', 'biology_text_107_705549176d', 'chemistry_text_580_180636e23d', 'biology_text_108_71e25448b6', 'chemistry_text_547_5ec7389b07', 'biology_text_108_a5a4b2e488', 'biology_text_428_64550f3512']","['biology_exercises_118_dcd28688a2', 'biology_exercises_426_df8d95e081', 'chemistry_text_578_1509fc4040', 'biology_summary_437_e8e392f595', 'biology_text_107_705549176d']",,biology,11,9,Biomolecules,"Find out and make a list of proteins used as therapeutic agents. Find other applications of proteins (e.g., Cosmetics etc.)",numerical,basic,['Biomolecules'],biology_exercises_118_dcd28688a2,['biology_exercises_118_dcd28688a2'],"## 9.1 How TO ANALYSE CHEMICAL COMPOSITION?

We can continue asking in the same way, what type of organic compounds are found in living organisms? How does one go about finding the answer?
To get an answer, one has to perform a chemical analysis. We can take any living tissue (a vegetable or a piece",ncert_exercise,True,True,True,True,1.0
q_0267,"['biology_exercises_8_b9bcb1ead1', 'biology_text_9_ebe00854b3', 'biology_text_10_7b05d396f5', 'biology_text_5_6d4d79ca51', 'biology_text_4_84009419b7', 'biology_exercises_52_6cecc68e7c', 'biology_text_4_62614a0b11', 'biology_text_20_0db5c98d5f', 'biology_text_36_accb3bbf08', 'biology_text_36_aee9a561f2']","['biology_exercises_8_b9bcb1ead1', 'biology_text_9_ebe00854b3', 'biology_text_10_7b05d396f5', 'biology_text_5_6d4d79ca51', 'biology_text_4_84009419b7']",,biology,11,1,The Living World,What different criteria would you choose to classify people that you meet often?,conceptual,intermediate,['The Living World'],biology_exercises_8_b9bcb1ead1,['biology_exercises_8_b9bcb1ead1'],"Born on 5 July 1904, in Kempten, Germany, ERNST MAYR, the
Harvard University evolutionary biologist who has been called
'The Darwin of the 20th century', was one of the 100 greatest
scientists of all time. Mayr joined Harvard's Faculty of Arts
and Sciences in 1953 and retired in 1975, assuming the t",ncert_exercise,True,True,True,True,1.0
q_0418,"['physics_text_579_9c6152b24a', 'chemistry_text_34_ddcbc1ed44', 'physics_text_577_340c9e75dc', 'chemistry_text_34_00c8b1088c', 'physics_text_578_81ae3419fa', 'physics_text_577_30e040d71a', 'physics_text_577_2e25d751b0', 'physics_text_585_1e19867486', 'chemistry_text_34_2a1d33757a', 'physics_text_579_1b662e2ae6']","['physics_text_579_9c6152b24a', 'chemistry_text_34_ddcbc1ed44', 'physics_text_577_340c9e75dc', 'chemistry_text_34_00c8b1088c', 'physics_text_578_81ae3419fa']",,physics,12,13,Nuclei,What is isotopes? Explain in the context of Nuclei.,definition,basic,"['isotopes', 'Nuclei']",physics_text_577_340c9e75dc,['physics_text_577_340c9e75dc'],"Accurate measurement of atomic masses is carried out with a mass spectrometer, The measurement of atomic masses reveals the existence of different types of atoms of the same element, which exhibit the same chemical properties, but differ in mass. Such atomic species of the same element differing in ",generated_from_key_terms,True,True,True,True,0.3333333333333333
q_0131,"['chemistry_exercises_421_e66cb237ab', 'chemistry_table_402_eba124eb70', 'chemistry_text_418_6dd577958e', 'chemistry_text_408_69038f1d7c', 'chemistry_text_401_a83bf17a83', 'chemistry_text_407_37e6e76ade', 'chemistry_text_399_ecbaa739b4', 'chemistry_text_402_f62cf89157', 'chemistry_text_403_be1b4f58f6', 'chemistry_summary_420_8b9d45a2cf']","['chemistry_exercises_421_e66cb237ab', 'chemistry_table_402_eba124eb70', 'chemistry_text_418_6dd577958e', 'chemistry_text_408_69038f1d7c', 'chemistry_text_401_a83bf17a83']",,chemistry,12,4,The d- and f-Block Elements,Explain briefly how +2 state becomes more and more stable in the first half of the first row transition elements with increasing atomic number?,conceptual,basic,['The d- and f-Block Elements'],chemistry_exercises_421_e66cb237ab,"['chemistry_exercises_421_e66cb237ab', 'chemistry_exercises_421_505bedde20', 'chemistry_exercises_422_eb6ffb1370']","The d-block of the periodic table contains the elements
of the groups 3-12 in which the d orbitals are
progressively filled in each of the four long periods.
The f-block consists of elements in which 4 f and 5 f
orbitals are progressively filled. They are placed in a
separate panel at the bottom of ",ncert_exercise,True,True,True,True,1.0
q_0444,"['chemistry_text_370_14754ed855', 'chemistry_text_369_6660e5fcdb', 'chemistry_summary_390_38a40b31f2', 'chemistry_text_372_2a255d8c96', 'chemistry_text_368_e3e823a4cc', 'chemistry_text_374_990a6c2524', 'chemistry_text_368_e04d13549f', 'chemistry_text_384_618c7209b9', 'chemistry_text_372_c0ffcf7332', 'chemistry_text_371_01c02a335e']","['chemistry_text_370_14754ed855', 'chemistry_text_369_6660e5fcdb', 'chemistry_summary_390_38a40b31f2', 'chemistry_text_372_2a255d8c96', 'chemistry_text_368_e3e823a4cc']",,chemistry,12,3,Chemical Kinetics,What is average rate of a reaction? Explain in the context of Chemical Kinetics.,definition,basic,"['average rate of a reaction', 'Chemical Kinetics']",chemistry_text_369_6660e5fcdb,['chemistry_text_369_6660e5fcdb'],"Equations (3.1) and (3.2) given above represent the **average rate of a reaction**, r_av.
Average rate depends upon the change in concentration of reactants or products and the time taken for that change to occur (Fig. 3.1).",generated_from_key_terms,True,True,True,True,0.5
q_0154,"['chemistry_text_570_f6c2aab2f5', 'chemistry_text_575_c3af2e8b49', 'chemistry_text_575_f73483897b', 'chemistry_text_575_333516612b', 'biology_text_143_f4be1494cd', 'chemistry_exercises_590_790a98c9ef', 'biology_text_109_be71b2b7da', 'chemistry_text_575_4d1583d615', 'biology_text_245_411559fc58', 'biology_text_156_e73dee3e7c']","['chemistry_text_570_f6c2aab2f5', 'chemistry_text_575_c3af2e8b49', 'chemistry_text_575_f73483897b', 'chemistry_text_575_333516612b', 'biology_text_143_f4be1494cd']",,chemistry,12,10,Biomolecules,What are reducing sugars?,definition,intermediate,['Biomolecules'],chemistry_exercises_590_790a98c9ef,"['chemistry_exercises_590_790a98c9ef', 'chemistry_exercises_590_ebe542fda7']","A living system grows, sustains and reproduces itself.
The most amazing thing about a living system is that it
is composed of non-living atoms and molecules. The
pursuit of knowledge of what goes on chemically within
a living system falls in the domain of *biochemistry*. Living
systems are made up o",ncert_exercise,False,False,True,True,0.16666666666666666
q_0363,"['biology_exercises_426_df8d95e081', 'chemistry_text_194_68129cc91f', 'biology_text_331_59a05dfc88', 'chemistry_text_202_fea104ad5a', 'biology_text_326_b6a6eafb7f', 'biology_text_355_e29382a7dc', 'biology_exercises_399_0ad36f4e53', 'biology_text_100_41aa8582c8', 'biology_text_340_05a7e66a24', 'chemistry_text_353_208b7b0f87']","['biology_exercises_426_df8d95e081', 'chemistry_text_194_68129cc91f', 'biology_text_331_59a05dfc88', 'chemistry_text_202_fea104ad5a', 'biology_text_326_b6a6eafb7f']",,biology,12,9,Biotechnology: Principles and Processes,What would be the molar concentration of human DNA in a human cell? Consult your teacher.,conceptual,intermediate,['Biotechnology: Principles and Processes'],biology_exercises_426_df8d95e081,"['biology_exercises_426_df8d95e081', 'biology_exercises_427_ed1344a6b0']","The European Federation of Biotechnology (EFB) has
given a definition of biotechnology that encompasses both
traditional view and modern molecular biotechnology.
The definition given by EFB is as follows:",ncert_exercise,True,True,True,True,1.0
q_0016,"['physics_exercises_68_bfeb9c96bb', 'physics_exercises_68_09d7b93c4c', 'physics_text_78_86252af827', 'physics_exercises_69_02493548ed', 'physics_text_58_773b1d6c05', 'physics_text_114_f9e880d464', 'physics_text_62_bf9e09dc62', 'physics_text_78_b4d0c6b7f8', 'physics_exercises_47_c5c1acea83', 'physics_text_127_ed6b08b4aa']","['physics_exercises_68_bfeb9c96bb', 'physics_exercises_68_09d7b93c4c', 'physics_text_78_86252af827', 'physics_exercises_69_02493548ed', 'physics_text_58_773b1d6c05']",,physics,11,4,Laws of Motion,"One end of a string of length _l_ is connected to a particle of mass _m_ and the other to a small peg on a smooth horizontal table. If the particle moves in a circle with speed _v_ the net force on the particle (directed towards the centre) is:
(i) _T_, (ii) _T_ - _mv_²/ _l_, (iii) _T_ + _mv_²/ _l_, (iv) 0
_T_ is the tension in the string. [Choose the correct alternative].",conceptual,intermediate,['Laws of Motion'],physics_exercises_67_1524082829,"['physics_exercises_67_1524082829', 'physics_exercises_68_bfeb9c96bb', 'physics_exercises_68_09d7b93c4c']","Let us first guess the answer based on our common
experience. To move a football at rest, someone must kick it.
To throw a stone upwards, one has to give it an upward
push. A breeze causes the branches of a tree to swing; a
strong wind can even move heavy objects. A boat moves in a
flowing river wit",ncert_exercise,False,True,False,True,1.0
q_0475,"['maths_text_152_cd782e9fb0', 'maths_text_152_422191ace1', 'maths_text_155_873484d99d', 'maths_text_152_ea4b4183cd', 'maths_text_152_6c9decac21', 'maths_text_161_8f5903be7b', 'maths_text_155_74c9e4413c', 'maths_text_154_3db1bba789', 'maths_text_151_328695ac8f', 'maths_exercises_162_493b56d79f']","['maths_text_152_cd782e9fb0', 'maths_text_152_422191ace1', 'maths_text_155_873484d99d', 'maths_text_152_ea4b4183cd', 'maths_text_152_6c9decac21']",,maths,11,9,Straight Lines,What is inclination of the line? Explain in the context of Straight Lines.,definition,basic,"['inclination of the line', 'Straight Lines']",maths_text_152_422191ace1,['maths_text_152_422191ace1'],The angle (say) θ made by the line l with positive direction of x-axis and measured anti clockwise is called the *inclination of the line*. Obviously 0° ≤ θ ≤ 180° (Fig 9.2).,generated_from_key_terms,True,True,True,True,0.5
q_0248,"['maths_exercises_577_86fe2842be', 'maths_text_540_d4cacc59b3', 'maths_text_505_838a7cf42e', 'maths_exercises_250_0a1a0003b4', 'maths_exercises_437_acd1d137f0', 'maths_text_448_856b29ecf0', 'maths_text_516_f1198c0274', 'maths_exercises_579_de3477de48', 'maths_text_448_0da97b2d7f', 'maths_exercises_450_8be4b4def4']","['maths_exercises_577_86fe2842be', 'maths_text_540_d4cacc59b3', 'maths_text_505_838a7cf42e', 'maths_exercises_250_0a1a0003b4', 'maths_exercises_437_acd1d137f0']",,maths,12,9,Differential Equations,$\frac{d^2 y}{dx^2} = \cos 3x + \sin 3x$,conceptual,intermediate,['Differential Equations'],maths_exercises_577_86fe2842be,"['maths_exercises_577_86fe2842be', 'maths_exercises_578_a1f57122d2', 'maths_exercises_578_35e8d44053']","For a given function g, find a function f such that

$\frac{dy}{dx} = g(x)$, where $y = f(x)$ ... (1)",ncert_exercise,True,True,True,True,1.0
q_0219,"['maths_exercises_339_b8cacadb06', 'maths_exercises_338_d73d016780', 'maths_exercises_343_6b8e3d3d60', 'maths_exercises_341_4ab64c732d', 'maths_text_340_a9b7d9f702', 'maths_exercises_343_c7e4d6131e', 'maths_exercises_341_ccaec5a0ab', 'maths_text_340_b8e50188bf', 'maths_text_58_02f282ca5f', 'maths_exercises_343_335383e41d']","['maths_exercises_339_b8cacadb06', 'maths_exercises_338_d73d016780', 'maths_exercises_343_6b8e3d3d60', 'maths_exercises_341_4ab64c732d', 'maths_text_340_a9b7d9f702']",,maths,12,2,Inverse Trigonometric Functions,cos⁻¹ 1/2 + 2 sin⁻¹ 1/2,conceptual,intermediate,['Inverse Trigonometric Functions'],maths_exercises_338_d73d016780,"['maths_exercises_338_d73d016780', 'maths_exercises_339_e9e08cb794', 'maths_exercises_339_c34fd7c415']","The inverse trigonometric functions play an important
role in calculus for they serve to define many integrals.
The concepts of inverse trigonometric functions is also used in science and engineering.

Aryabhata
(476-550 A. D.)",ncert_exercise,True,True,True,True,0.5
q_0473,"['maths_text_135_fb55fbda90', 'maths_summary_149_8fc0b29c9e', 'maths_exercises_138_0b27e3a76b', 'maths_figure_134_4117f0238d', 'maths_text_136_ded5e3a08e', 'maths_text_135_a3d852716c', 'maths_text_137_9ceb694ef6', 'maths_text_136_d15f9a0e88', 'maths_summary_148_e9db2cb18b', 'maths_text_134_54c0f3b35e']","['maths_text_135_fb55fbda90', 'maths_summary_149_8fc0b29c9e', 'maths_exercises_138_0b27e3a76b', 'maths_figure_134_4117f0238d', 'maths_text_136_ded5e3a08e']",,maths,11,8,Sequences and Series,What is Fibonacci sequence? Explain in the context of Sequences and Series.,definition,basic,"['Fibonacci sequence', 'Sequences and Series']",maths_text_135_fb55fbda90,['maths_text_135_fb55fbda90'],"a₁ = a₂ = 1
a₃ = a₁ + a₂
aₙ = aₙ₋₂ + aₙ₋₁, n > 2

This sequence is called *Fibonacci sequence*.",generated_from_key_terms,True,True,True,True,1.0
q_0165,"['maths_exercises_47_71c70df0f3', 'maths_exercises_48_8caf962226', 'maths_text_45_4f47e43cb3', 'maths_text_46_c93537a8b2', 'maths_text_45_b5b00dd2ad', 'maths_text_46_4864b56b0e', 'maths_summary_71_8aa4cb8b71', 'maths_text_46_507fb2cbc1', 'maths_text_45_1d89d15a3c', 'maths_text_46_ed53045ed7']","['maths_exercises_47_71c70df0f3', 'maths_exercises_48_8caf962226', 'maths_text_45_4f47e43cb3', 'maths_text_46_c93537a8b2', 'maths_text_45_b5b00dd2ad']",,maths,11,3,Trigonometric Functions,"Find the radian measures corresponding to the following degree measures:
   (i) 25°
   (ii) -47°30′
   (iii) 240°
   (iv) 520°",numerical,intermediate,['Trigonometric Functions'],maths_exercises_47_71c70df0f3,"['maths_exercises_47_71c70df0f3', 'maths_exercises_48_8caf962226', 'maths_exercises_48_0dda88876e']","called the _initial side_ and the final position of the ray after rotation is called the _terminal side_ of the angle. The point of rotation is called the _vertex_. If the direction of rotation is anticlockwise, the angle is said to be _positive_ and if the direction of rotation is clockwise, then t",ncert_exercise,True,True,True,True,1.0
q_0236,"['maths_exercises_462_224ed478d3', 'maths_text_460_dc395b4d60', 'maths_exercises_463_1481dbd09a', 'maths_text_461_e05170c0bf', 'maths_exercises_493_d689db8795', 'maths_exercises_495_83d0a96254', 'maths_text_461_06f65bf040', 'maths_text_460_2cd66b0bfb', 'physics_text_5_c0f79564b1', 'maths_text_460_1b494b315f']","['maths_exercises_462_224ed478d3', 'maths_text_460_dc395b4d60', 'maths_exercises_463_1481dbd09a', 'maths_text_461_e05170c0bf', 'maths_exercises_493_d689db8795']",,maths,12,6,Application of Derivatives,An edge of a variable cube is increasing at the rate of 3 cm/s. How fast is the volume of the cube increasing when the edge is 10 cm long?,numerical,intermediate,['Application of Derivatives'],maths_exercises_462_224ed478d3,"['maths_exercises_462_224ed478d3', 'maths_exercises_463_1481dbd09a', 'maths_exercises_463_8e0f07fc91']","## 6.2 Rate of Change of Quantities

Recall that by the derivative $\frac{ds}{dt}$, we mean the rate of change of distance $s$ with respect to the time $t$. In a similar fashion, whenever one quantity $y$ varies with another quantity $x$, satisfying some rule $y = f(x)$, then $\frac{dy}{dx}$ (or $f'",ncert_exercise,True,True,True,True,1.0
